text,Sentiment,Label,tweet_ids,Count,0,1,2
@Aberasturi2 @corruptpler @JUVY2004 @Audrey39602141 @BuangSonny @lino_iam @MistPersie @DudeSabarita @Jimmy93171751 @Airashi_Kireina @BalDugho @ALLCAPSLERKEY @danwaytoofar @GrowlHarhar @NileSneel @DDSBBM @Ashly_Grisham @LoVe_MeOw_24 @YusufSantos79 @axonyx @PositivityLivi1 @2021_raine @maytoyotayo @little_b_o_y @maria47215 @Nakedninja4 @chadachada17 @DodoyPanes @Agapitosaizotso @JaxsonCrow @M19Manny @dimple032047 @HhlomiY @Aczent1 @YesYesYo13 @bhevzkyren @lav2heart14 @WongLi2515 @AlbacBaggy @JunSandoval5 @Edelwei8 @aikonriche @LiberalHunter10 @DickGordonDG @senatePH @sotto_tito @bongbongmarcos @COMELEC @AttyGlennAChong Wiki? Yuck😂😂😂,Negative,Hate,['1444859614177087489'],,,,
"Mga katangian ng mga kandidatong dapat iboto sa Halalan 2022: Dapat pinananahanan ng Espiritu ng Diyos; May kakayahan upang mamuno; Galit sa tiwaling pera  One Vote TV- 10th Episode, Isang Boto Ko TV, 13 October 2021  https://t.co/TO5U4jVoDx via @YouTube https://t.co/JNCkVE8cv9",Neutral,Non-hate,['1448134812267466764'],,,,
"@liz_culas18 @manilabulletin Sino inu-uto mo?
Ahahahaha Trolls?  
Ask Rappler and Maria Ressa... 
Manipulation?
Ask Leni what happened last 2016 VP election...",Negative,Hate,['1450132601805553668'],,,,
Tsaka pwede pa.. hindi kayo bayad pag nageendorse kada election????? Talaga ba…. Iilan lang talaga sa mga celeb ang may prinsipyo at makamahirap.. pero ung iba kunwari concern pero ang totoo TAKOT LANG MALAOS. Nyeta.,Negative,Hate,['1446833193168953349'],,,,
"during usc election szn: 
""pwede po mag-campaign?"" tapos 12 mahigit silang papasok bigla https://t.co/q4WTrjA0iZ",Neutral,Non-hate,['1451155677175431171'],,,,
"Yes tama ka scam lang tayo noong nakaraang eleksyon 2016 si Duterte dahil inindorso ang Iglesia ni Cristo pero lumipat na din iyon ang BBM kaya sana si Leni Robredo iboto mapa Katoliko, Kristiyano, Muslim, at ibang religious politics views #kakampINC 🇮🇹🇮🇹 
#LabanLeni2022 https://t.co/0HrhvU3obD",Positive,Non-hate,['1452492592428371970'],,,,
"@jabjimenez Walang duterte sa statement nyo po sir. Sako sakong pera un sir, mas matindi un dahil galing un s kaban ng bayan tpos d mo ma-call out.  Kya d maayos ang eleksyon sa atin khit kayo takot s mga trapo s bansa.",Negative,Hate,['1453676561979244555'],,,,
"Mukhiya ka election nahi Jeet sakta hai , Minister kaise bana deya isko https://t.co/Vi4wLAIsSx https://t.co/jRNB48B64u",Neutral,Non-hate,['1451455930000818186'],,,,
@inquirerdotnet @GabrielLaluINQ NAKAKAGILALAS ANG SUPORTA NG TAONG BAYAN KAY VP LENI.. SANA WALANG TATAWAG KAY GARCI.. BAKA MAMYA MAY MAG HELLO GARCI AT MAG KA BROWNOUT.. SUS FOR SURE ANOTHER EDSA NA NAMAN TO... BANTAYAN NATIN AT TUTUKAN ANG BILANGAN NG RESULTA NG HALALAN,Positive,Non-hate,['1451350811682897920'],,,,
"I voted BBM last 2016 election.. BY ACCIDENT! Natama ko kasi yung pen sa bilog nya kaya nagmarka. Sa takot na hindi macount boto, shinade ko na! 😂🤭

This time I'll make sure tatama na boto ko kay @lenirobredo! Panahon na para bumawi! 🎀

#LetLeniLead2022 
#LabanLeni2022",Positive,Non-hate,['1446115508202266634'],,,,
"Nako. Hindi nila kakayanin na si Lea Salonga na Marcos apologist will be rallying pala for Leni. And, we all know grabe ang makinarya ng Aquino (Kris), this will be one of a hell kind election campaign next year.

Handa na ako, #LabanLeniKiko2022 
#LeniKiko2022 https://t.co/sjTsbK2Krh",Negative,Hate,['1451898616654618627'],,,,
"ABSCBNNews: Para sa kinabukasan ng bansa ang darating na #Halalan2022, ayon kay Vice President Leni Robredo, lalo aniya't maraming taon nang nababalot ng takot ang mga ordinaryong mamamayan.

BASAHIN: https://t.co/c3RKmH7pji https://t.co/WFxHf1HrvJ",Neutral,Non-hate,['1446739187093344259'],,,,
"Tangina bakit kaya idol ka ng marami kahit ganyan ugali mo? I hope and pray na manalo talaga si VP Leni sa election 
#LetLeniLead2022 https://t.co/oiQez69lFJ",Negative,Hate,['1450846329744232449'],,,,
"Kalmahan nyo lang, partida madami pang galit kuno daw sa Marcos last 2016 election. Wag pakampante 😂
#BBMIkawAngPresidenteKo https://t.co/aIwQOCSQT5",Positive,Non-hate,['1446759768270393347'],,,,
"In Eleksyon 2022, gusto ko COVID ang manalo laban kay Leni at BBM.",Negative,Hate,['1452489922921709569'],,,,
@propereduc @dnld1996 @atomaraullo Don sa kasama sa bilangan ang source eh. Panalo sa region nila tapos bigla nging zero. 🤣 Kya nagtago na ung dating comelec chair eh 🤣 but ususual pinagtatakpan prin ng mga bias na media 🤣,Negative,Hate,['1448329662258573313'],,,,
"@Vagnarok1 Alam ko na ang tune ng kabilang parlor, dinaya ni Duterte ang election. Sus, lahat ng palusot gagawin nila. Takot sila sa sarili nilang mga multo. Gawain kasi nila mandaya si what can we expect.😒",Negative,Hate,['1447452865715269635'],,,,
Ang kailangan po ni Pres. LENI ROBREDO eh mga kakampi at hindi dagdag na mga kaaway kaya wag na po tayong mang away dahil lang iba-iba ang mga SENADOR natin. Manhikayat po tayo ng mga boboto kay Pres. LENI at wag magtaboy! ELECTION IS ADDITION AND NOT DIVISION!#LeniIsMyPresident,Positive,Non-hate,['1449580791546011655'],,,,
"@DickGordonDG Tanginang mga pulitiko ito! Kapag malapit na halalan, hanap-hukay ng mga baho ng mga nasa pwesto. Dapat hubaran ang mga yan sa may Dolomite Beach ni Isko at pagsayawin ng Tik Tok para matuto!! Gising mga bayarang Pilipino tuwing halalan. Maging matalino naman kayo!",Negative,Hate,['1451395779734618118'],,,,
"dalawa singko lang pala sa merkado ang mga uri ng pamamaraan para gawing kakatawa ang mga batas COMELEC 
kung sabagay noon pa man pagdating sa eleksyon lahat ay nakakatawa
bagamat ang nangyayari sa bansa hindi dapat pagtawanan dahil hindi tayo kaanak ni Bert “Tawa” Marcelo https://t.co/KCL6ONWMIO https://t.co/AdvZqNXVUA",Negative,Hate,['1448418075531829265'],,,,
Di ko magets yung stand ng Makabayan ngayon. Di ako souled out to vote Neri now. May sarili silang plano on how to maneuver this election and 1 thing is for sure they dont want Leni to win.  Nakakasad.,Negative,Hate,['1449567361040719882'],,,,
"@volleyaddictako @Inq_Opinion @inquirerdotnet nagawa para sa mga Pilipino.mga Bulsa lang nila ang nakinabang sa Pamununo nila.mababait lang ang mga Impakto kapag panahon na ng Eleksyon.may mga paiyak iyak pang nalalaman.nakakasuka na mapanood ang mga kagaya nila na, na may CARE lang kuno pag nalalapit na ang halalan.parang",Negative,Hate,['1452320666921930759'],,,,
"naalala ko noong 2010 election, nagsuot ng mga yellow ang ilang personalidad para suporta kay PNoy, but i guess it more of disgust to the incumbent…mukhang pink naman ngayon…but i remember di rin naging maayos ang Pilipinas…",Neutral,Non-hate,['1446077116626341891'],,,,
@iamj1m @fortheright11 @L3Brave @News5PH Hawshaw lang yan. Tambak talaga si Leni. Pero magikero yan pag dating sa eleksyon kaya sure win di na kailangan ng survey,Negative,Hate,['1450262191609843713'],,,,
"@EminenciaNegra Sabagay. Tsaka sobrang daling manipulahin ng mga kabataang tanga e, ilang taon mong paasahin tapos bigyan mo ng isang maganda pag malapit na eleksyon mga tuwang tuwa pa e hahahaha. Galing din tumayming ni chairman pag wala nang pang talpak eno.",Negative,Hate,['1444876381871960064'],,,,
tamang tawa lang sa mga election memes kasi kailangan maging wary sa mga posts bc line of work lmao,Negative,Hate,['1446060047075725318'],,,,
@raissawriter @IntlCrimCourt Di ko makalimutan yan paiyak iyak pa nung nagstep down si Davide... Sabay the next election running mate ni fpj amp.,Negative,Hate,['1443894581083271172'],,,,
@fthilbay Puede pa naman atang bumalik pa sa AKSYON DEMOKRATIKO kung lilipat na ULIT si ISKO sa ibang partido sa mga susunod pang eleksyon.. parang 4 or 6 years max lang ata ang inilalagi nya sa isang partido..,Neutral,Non-hate,['1449947428522582019'],,,,
Leni ang tagal tagal pa ng election may pag ngam panya na hahaha,Negative,Hate,['1451722763530473478'],,,,
@barrygutierrez3 😄😄😄😄any daw takot na takot? Kayo ngayon matakot kasi wala nang SMARTMAGIC sa 2022 election... BBM👍💛 the best candidate for President,Positive,Non-hate,['1444727993012740100'],,,,
"Ako si Paulette ng @R4EBulSU at buong-puso at lakas kong sinusuportahan sa pagkasenador si Neri Colmenares sa darating na halalan. Isang human rights advocate, martial law survivor, galit at ayaw sa korapsyon at diktadura!

#WeWantNeri 
#GenuineOpposition",Positive,Non-hate,['1448957885673734145'],,,,
"@mensMAGGIEzine One of my observations ko na the more na naging 'purist' ang sentiments, lalong umiiwas mga tao. The political strategy of VP Leni's camp is to drive people close to her campaign as much as possible. Sa election, kahit gaano pa kapure ang intention, kailangan muna manalo. :)",Neutral,Non-hate,['1452009674572664832'],,,,
"kaya kung nasa katwiran ka, ipaglaban mo! (haha)
maging matapang at matalino, walang takot kahit kanino 😤😤👍🏼👍🏼 #comelec #halalan2022 #labanleni2022 #leni2022 #letlenilead #letlenilead2022 #labanleni",Positive,Non-hate,['1447819810620903425'],,,,
"Huy ang saya, nasa salon ako ngayon tapos yung may ari, chinichika mga customer na si Leni ang iboto sa election. And nageexplain pa sya ng konting details why should we #LetLeniLead",Positive,Non-hate,['1446715049326755842'],,,,
"@amigoManila Mag trabaho kanaman
@jabjimenez, apply MO batas, regulation  nyo, if not MAGRESIGN kayo lahat sa Comelec, Kaya wala ng tiwala Tao sa inyo, Takot KAYO SA Oligarks na supporter ng mga Trapong Politiko",Negative,Hate,['1453558518762463235'],,,,
@_rhlmn What if naka register na si ronin sa comelec iboto kaya niya si leni?,Neutral,Non-hate,['1449712221987033088'],,,,
"Sa muni nga time, hindi importante tani ang mag create faction sa kung ano nga skwelahan ang mas damo leni. Mas mafocus kita tani sa kung ano ang mabulig ta locally sa campaign para ma convert ta ni ang bbm/dds come election time.",Positive,Non-hate,['1451002208988790786'],,,,
As if kailangan namin kayo dito sa Pilipinas 😂😂 There are 50% supporting BBM apakalayo sa sinuportahan nyo ngayong election. https://t.co/niS1xlpKNf,Negative,Hate,['1470737086496251910'],,,,
"@JhonRus51238612 @felix_menchie Sorry, court na po ang nagsabing VP Leni won the election nung 2016. Talo sa election protest si Ferdinand Bongbong Marcos Jr. db. Magbasa basa rin po tayo ha pagmay time.@JhonRus51238612",Negative,Hate,['1470903901620936705'],,,,
@UriahHe85916130 Actully si bbm mahirap din paniwalaang tumutulong kasi pag election lang nagpaparamdam. 🤷🏻‍♀️,Negative,Hate,['1472902740481241091'],,,,
I'm not a Marcos supporter nor loyalist nagtatanong lng Po ako Kung bakit ngayon lng inisip na ipadisqualified si BBM for election 20222,Neutral,Non-hate,['1471705875257905154'],,,,
@FierceTita Nasaan na Ang 14 million voters ni Leni? Halatang dinaya bigla na lang naglaho pahkatapos ng bilangan last election,Negative,Hate,['1466620217766068230'],,,,
"VP LENI IS STILL IN THE RUNNING FOR AMERICA'S NEXT TOP MODEL. 

PAK!! Taray ng Mama niyo. Mowdel! Photo here, Photo there! 

Mowdel yarn?! 

I'm sure mag-a-artista yan since for sure she'll lost the election next year - unless manlugaw yan habang tulog ang mga Pilipino. (Dejavu?! https://t.co/UD2rRJR8BJ",Negative,Hate,['1473113191035305984'],,,,
@Brix1013 @iamsuperbianca Hindi po si leni ang may hawak ng bagyo at mag bigay ng awtoridad na pinsalain ang bansa. Tumutulong talaga siya prepandemic pa at even walang calamities. Kaya nga may org siya na Angat-Buhay. Hindi yung isa jan na sumulpot lang kasi eleksyon na next year. The AUDACITY😷😷😷,Negative,Hate,['1472939848629587969'],,,,
@thekalyetimes @araysabiniinay @Snorlax_0330 hahahaha so ano yung kaso? pati yung nagsasalita hindi sure sa sinasabi nya. hahahaha sa comelec ata sya may reklamo hindi kay vp leni,Negative,Hate,['1473639415318999048'],,,,
@_ricjul wag muna po kayo mag post nito kasi wala pa eleksyon baka gawin nanaman to bala ng mga kalaban ni madam leni,Negative,Hate,['1472533015465435142'],,,,
"@wokeitalkie Aleng leni is their OJT field reporter, 😀
May fallback c madumb after election, d kc xa pede ma appoint as govt coordinator for a yr kaya sakto din ang gawa nya..malamang c abias cbend ang kukuha sa kanya para formidable ang tandem nilang dalwa ni mike navz.",Negative,Hate,['1472393679369240581'],,,,
"@pixi501 @GeneAlcantara3 @Infinit05105976 Punong puno ng galit at paghihimagsik ?😁 Grabe tsk tsk tsk. Sa May 2022 pa po ang eleksyon , at ang iboboto ko ay BBMSARA 😊. Today is  our Jesus Christ's day.  Merry Christmas my kababayan, peace be with you ✌️😊",Positive,Non-hate,['1474654151317491712'],,,,
"Sabi ni @barrygutierrez3 ng Team #Pinkawatans. 

Maging Head-to-Head fight daw between Madumb @lenirobredo at BBM sa Halalan 2022. 

Tanong ko:. BAKIT? MAY HEAD BA YANG Madumb @lenirobredo mo???

Bwaaahahahaaa NYAAAHAHAHAAAA BWAAAHAHAHAAA",Negative,Hate,['1473841888725647360'],,,,
"@wengkaiy @inquirerdotnet Kahit ano pa idonate ni Leni di cya mananalo 🤣🤣🤣kailangan nya yan at kayo para kahit konti umusad naman cya. Saka di natin alam, baka mag martial law bago mag eleksyon 😂😂😂",Negative,Hate,['1473903306275979265'],,,,
Bwa ha ha ha! Nilait ng amo mo sa pang aatat sa gold bar! Yun CDE voters ng amo mo sa araw ng eleksyon si Leni ang iboboto nyan !  Kay Leni po talaga ako !!! https://t.co/6X8VGxdTRi https://t.co/i6YxTLlDuD,Negative,Hate,['1473608236956000264'],,,,
"tas magcacampaign, may partylist, sabay tau sa election saya siguro nun HAHAHHAHAHAHAHAHAHAHAHHAHAHAHAHAHHAH",Positive,Non-hate,['1468165928223674368'],,,,
"@iMthinkingPinoy Yan din ata ang mga Vietnamese na bomoto sa survey para kay Inang Leni.
Imported votes ba yan Nay? Kaya ba ikaw ang may pinaka malaking nagastos etong election, thus far? 🤔🤣🤪",Negative,Hate,['1472435406952013828'],,,,
@ChefGeloGuison @lenirobredo Cheap gelo sure ako need ni leni ng ganyang pang aaliw after ng election para hindi naman maloka sa pagkatalo... 🤣✌❤💚,Negative,Hate,['1471851520832458765'],,,,
Sa dinami dami ng pangako neto baka malunod nato sa pangako nya. Bwiset! https://t.co/650G4stdPX,Negative,Hate,['1471823848354226180'],,,,
"@WillRagnarsson @AlfredoGenom TAPOS IKAW BOBOTO KA NG BOBO, SINUNGALING, MANDARAYA SA ELECTION, KABIT, WALANG ALAM, PURO PA PICTURE, KAPAG MAY CALAMITY PURO HINGI DONASYON, UBOS NA BA YOLANDA FUNDS NA SHARE NILA NI ROXAS, SPAG NA WALANG CHEESE, LUGAW STARTER PACK, IBOBOTO MO NA LENI LUGAW?",Negative,Hate,['1472954870865231873'],,,,
"@PhilippineChar @rowena_guanzon @PhilippineChar  😂😂Parehas kayo ng sinabi ni Aling Leni 😂 Ganyan talaga ang LOSER'S MENTALITY!  HINDI NYO KAYA ang PATAS na LABAN, kaya UMAASA SA DQ, Kakahiya! Char, Mahiya ka naman kay AttyRowena, sa @COMELEC &amp; sa #Pilipinas🇵🇭

#Eleksyon2022 
#BilangPilipino2022  🇵🇭

📷CTTO https://t.co/QZOaBSLLgF",Negative,Hate,['1473665715538317317'],,,,
@revealersin @inquirerdotnet @NCorralesINQ FYI c vp leni kahit wla p sya s politics ay tumutulong na sya s mga tao.. isa syang lawyer na free ang service sa mga hndi kayang magbyad.. part dn sya ng maraming orgs na tumutulong lalo na s mga mhihirap.. yung boss mo nagpaparamdam lng kapag eleksyon,Positive,Non-hate,['1474069214684057600'],,,,
Sa huling linggo ng abril at number 1 pa rin sa survey si dyunyor tapos nanalo si VP Leni sa eleksyon 2022  wala nang maniniwala jan sa Pulse Asia na yan!!,Negative,Hate,['1473772566485803008'],,,,
"@ai_ceniza So sinong sincere sa pagtulong?Si junior ba? Oopss!Ngayung malapit na election bigla me photo ops na tumutulong kunwari.Pero nung magsimula pandemic, anu inatupag ni junior?Tumulong ba sya? HINDI.  Mas inatupag nya pag-apela sa SC. Nagrecount 3x ang SC 3x din natalo si junior😂",Negative,Hate,['1473499063970500611'],,,,
"@iamwhatiam30 Di sila pwede mandaya. Obvious na marami ang supporters at voters ni BBM. If they insist na mandaya, PDuts can declare failure of election and still be the Pres. And finally, Di na nila Kaya pa mag EDSA!",Negative,Hate,['1471344238721859588'],,,,
"@AlarteBert @GerryCacanindin Ay wow. Sige, papakitaan kayo sa eleksyon ng mga tambay na sinasabi niyo. 🙂

Sa dami ng mga ""tambay"" sa caravan nila, sila lang naman ang magpapanalo kay BBM. Wag kalimutan na paramihan ito. Kahit anong lait niyo sa mga maliliit na tao, talo talaga kayo. Tuloy niyo lang yan 🙂",Negative,Hate,['1471379925626077187'],,,,
@Alexi_Xybelle Miyako hindi yan pakikiramay.  Election lang po kaya nandyan si madam Leni. wala naman syang bitbit dyan kunti mga bayarang media. at puro photo ops lang. sa halip na tulong sa mga biktima ng bagyo inuuna mamumulitika.,Negative,Hate,['1472873943736463360'],,,,
Hindi tama itong ginagawa ni Pacquiao!  Alam namin na hindi pa panahon ng election campaign kaya baka hindi pa sya puwedeng kasohan. Pero naknang aso naman! Namimigay sya ng pera at alam ng lahat na kandidato sya! We were not born yesterday! https://t.co/Kj6BkJeONm,Negative,Hate,['1470962586942275584'],,,,
"Sige na panalo na kayo sa lahat ng survey, kayo kayo lang naman ang respondents. 

Basta sa May 2022 election, the 17th Philippine President, Her Excellency, Pres. Leni Robredo👍",Positive,Non-hate,['1473980554932461574'],,,,
@Alterdent Wag galit pairalin sa mananalo  next election para tuloy tuloy din..sa ibang bansa hangang hanga sila bumabangon ang pinas after 30 years  nakita nila may pinagbago,Positive,Non-hate,['1468599465158537218'],,,,
"Uy, yung mga kakilala nating B/BM supporters... baka pwede ninyo sabihan si Bongb0ng na ipamahagi ang Tallan0 gold sa mga nasalanta ni Odette. I am sure mas patok yan keysa kay Leni Lugaw diba? Sure win na yan! Di na kailangan mangkupit ng mga boto sa susunod na eleksyon. Ghow!",Negative,Hate,['1472394174540533761'],,,,
"puro tweet daw si leni, pasikat kasi eleksyon. eh bago pa ang campaign nya for her presidency, tumutulong na sya. saka syempre ittweet nya kasi nga PUBLIC servant, alangan ilihim nya mga activities nya 😭😭 moreover, proponent yan ng govt transparency eh, what do y'all expect",Negative,Hate,['1472173598571786246'],,,,
'Walang puso': Nurses United party-list sumabog ang galit sa Comelec https://t.co/xREdkIHFeQ,Neutral,Non-hate,['1467861433006317577'],,,,
"@bongbongmarcos Election fever na talaga, bigla kang nagkaroon ng pakialam sa mga tatamaan ng bagyo! Eh nung mga nakaraang mga bagyo, lindol, pagputok ng taal, at pagbaha sa ibat ibang lugar sa pinas tahimik ka lang diba? Manahimik at mag coke ka na lang. Kami mag Pepsi! Namoka!!!",Negative,Hate,['1471362517771296771'],,,,
"Handa si Vice President Leni Robredo na makipag-alyansa sa sinumang kandidato ng oposisyon upang makabuo ng puwersa na tatalo sa presidential candidate ng administrasyon sa Halalan 2022.
https://t.co/GfzeVeosTk
#NewskoNews 
@lenirobredo",Neutral,Non-hate,['1474054694909612032'],,,,
@cherishthel0ve @manilabulletin @mbseppedrajas Wag din ako lugaw nyo may kulay Kasi eleksyon .Bobo utak lugaw kau.matagal na gawain ni bbm Yan namigay Ng relief pero nd lang binobroadcast kasi gusto makatumulong Ng taos sa puso .palibhasa c Leni kakandidato lang kaya nagpakain Ng lugaw,Negative,Hate,['1471929885291540482'],,,,
"Noong 2016 presidential election takot na takot ako mag comment sa fb kasi kukuyogin kaagad ng mga trolls pag anti DU30 ka, pero ngayon palaban na tayo! Laban lang mga Kakampink!!
#LeniKiko2022
#LetLeniLead2022 
#ItwillbeLeni",Positive,Non-hate,['1470945386978283525'],,,,
@TamimAbbasi humary mulk mei election paisy waly chand families ki game ha. ghareeb kitna he qabil kiu na ho wo election nai jeet skta. khan brothers meri yad mein pehla election 2008 mein PML-Q sa lary. 2013 mein Omar ayub PMLN sa aur ab PTI sa. 2013 mein humary jo log isko chor kehty thy,Neutral,Non-hate,['1472931726322278405'],,,,
"Pursigido si Partido Reporma presidential candidate Senador Panfilo `Ping’ Lacson na walisin ang kotong sa gobyerno sakaling siya ang mahalal na susunod na lider ng bansa sa halalan sa Mayo 2022.
https://t.co/oFFYIAoVFl
#TunayNaTabloidista 
#ToniteNews
@iampinglacson",Neutral,Non-hate,['1471283941650755589'],,,,
"@__antipuppet101 Leni has been coordinanting disaster relief since 2016 pero di niyo alam cos she didn't advertise it. Your idol spent 2016 onwards playing martyr, porke't hindi siya binoto ng tao sleep na siya. Di manlang tumulong sa COVID. Tas ngayong election biglang giver na siya.  Cheap.",Negative,Hate,['1471815822566117377'],,,,
"@lino_iam @GerryCacanindin Mali pa pati pamimilosopo mo.

Kaya nga may hearing sa comelec dahil sa ligitimacy ng COC ni BBM.

Maayos yun mga information update ko sa iyo. Ayusin mo yun pagbibigay mo facts.",Negative,Hate,['1473595387470434304'],,,,
@Jhaws15Jhaws's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,Neutral,Non-hate,['1475317480629301248'],,,,
"@KafosoMo Magsaya na kayo. Pag tinalo kayo ni VP Leni, iiyak kayo at sasabihin dinaya! Ayy, hindi pala aabot ng halalan si Marcos Jr at maka-cancel o edi-DQ ng Comelec...Bye, bye, KBL o Kamoteng Bagong Luto!",Negative,Hate,['1473178873231994880'],,,,
Shuta natatawa ako biglang nagtalo nanay at tatay ko kung sino ba dpt iboboto sa dadating  na election  di sila magkasundo kasi kay leni si mama tapos bbm si papa 😭😭😭,Negative,Hate,['1472435831466266629'],,,,
"grabe mga nalaman ko today, feeling ko c bbm talaga mananalo sa eleksyon 2022 kasi andaming sumusuporta esp mga ilokano, I'm ashamed to be ilokana lol. tapos sa ano nila mama, company, ay kapag daw nalamang ndi c bbm binoto ay matik fired na kaya no choice daw sya.",Negative,Hate,['1473545137427222531'],,,,
"True Nandaya ang administrasyon ni PNoy , kaya dapat managot si Andres Bautista yun dating Comelec Commisioner 🙏pray natin si BBM at Duterte nawa maging patas ang election sa Mayo 2022 in Jesus name Amen 🙏 #BBMIsMyPresident2022 https://t.co/c1cT8NlXf2",Positive,Non-hate,['1471140449738199040'],,,,
@zeevo88 @News5PH Hmmp dami pa naming maki leni-kiko na hindi nagpaparticipate sa surveys...who’d rather keep ourselves busy earning a living..tingnan nalang natin come election time...sa school kaya kayo mag survey...sa mga thinking class...o sa offices..,Negative,Hate,['1473823131328344064'],,,,
Isko vows to build Iloilo-Guimaras bridge if he wins in Eleksyon 2022 https://t.co/qhAShWlxba https://t.co/cGFyZiImVq,Neutral,Non-hate,['1471446454300549123'],,,,
"@mona1isa_ Political dynasty Totoong pahirap magaling lang magbigay ng 500 kada eleksyon at lucky me, 555 PAg may bagyo at Noche Buena pack pero hanggang Jan na Lang ang nakukuhaginagawa Lang tau mang mang at tanga samantalang sila e nakatira sa Forbes park (bbm) ina nyo",Negative,Hate,['1472740037205032963'],,,,
"@Moneyma78808638 Ako hindi nag wo worry sa survey na yan. Check nyo nalang po sa google 2016 election survey, laging pangalawa or pangatlo lang si VP Leni pero sya ang VP ngayon. Si Escudero pa binoto ko nyan .😅",Positive,Non-hate,['1471097937270771713'],,,,
@MashaMasha2022 Hahaha Sana sa susunod na election yung matino na.. si VP Leni lang ang matino.,Positive,Non-hate,['1472211851966435332'],,,,
"@gmanews Bilang Pangalawang Pangulo, parte pa rin ng trabaho ni Leni ang paglingkuran ang mamamayan kaya hindi natin pwedeng sabihing ginagawa niya ito dahil siya ay kandidato sa 2022. Matagal nang ganito si VP kahit malayo pa ang eleksyon #KalingaNiLeni #Kakampinks #OdettePH https://t.co/0k1Pu6281j",Neutral,Non-hate,['1472491339472596997'],,,,
"@Juliandxplorer Huwag na po ang sisihan, let us work that our candidate VP Leni Robredo will win this election, mas radical ang magmahal. ♥️♥️",Positive,Non-hate,['1473582848548696064'],,,,
"I just woke up from nap and had a dream. Nakausap ko daw si VP Leni Robredo in a place after the virtual meeting niya. Tapos I confidently told her na:

""VP Leni, don't you worry. Mananalo ka this election. Lalaban tayo. Nasa iyo ang suporta ng buong kabataan.""

#LetLeniLead2022",Positive,Non-hate,['1470989609630765059'],,,,
"💯% Tarpaulin Online 💯%
          Digital Printing 
 Mura! Mabilis! Maganda!
💢  Election Tarpaulin
☎️  Smart : 0999-660-0457 
☎️  Globe : 0997-603-8152
#tarpaulinprinting  #election2022 #comelec #president #vicepresident
#bongbong #leni #pacquiao #lacson #bonggo #isko #sarah https://t.co/ECI4R9yKT5",Neutral,Non-hate,['1471158767148363778'],,,,
"Tapos galit na galit sa mga taong pasaway na labas ng labas, tapos ngayon, go BBM kahit ang dami ng tao na nagkukumpulan. Hahaha. Pagdating ng eleksyon, bawas na mga yan. Nagkacovid na dahil sa kumpulan nila ngayon. 😂",Negative,Hate,['1468802557220835330'],,,,
@MackinleyZamora Takot magbigay at hindi makarating at election na,Negative,Hate,['1473267579527438340'],,,,
"Gago, sana after Election si Leni ang manalo, otherwise talagang may option na talaga akong lumipad pa-San Francisco!",Negative,Hate,['1473268707975569410'],,,,
@MyRizalPH @marcboni @jedqcepe @COMELEC Bayad at takot,Negative,Hate,['1471271301356535808'],,,,
"@huuuuuuush Gagamitin lang ni leni yang hinihingi donasyon sa eleksyon, ipokritang dilawangtae",Negative,Hate,['1472370735721025538'],,,,
"@espierr810 @tibukhay50 @bethangsioco If we can recall, Ganyan din nung time ni Villar,Ganyan din nung time ni Binay. Parng unbeatable din sila hanggang dumating yung  campaign season na. Dun na sila bumagsak. Habang papalapit election,dun din mas nagiisip ang mga tao.Aakyat pa si Leni,tuloy lang,laban lang",Positive,Non-hate,['1470979633990729729'],,,,
"@j3ss13b0y007 @reyjuico Si BBM saka lang napapansin pag eleksyon na. Ayy saka pala nung nagparecount sya, hindi matanggap na talo talaga.",Negative,Hate,['1472343190372220929'],,,,
"@dinesumbreak @mikuness Political dynasty Totoong pahirap magaling lang magbigay ng 500 kada eleksyon at lucky me, 555 PAg may bagyo at Noche Buena pack pero hanggang Jan na Lang ang makukuha ginagawa Lang tau mang mang at tanga samantalang sila e nakatira sa Forbes park (bbm) ina nyo",Negative,Hate,['1472834929960501248'],,,,
"@Joma220 @lenirobredo Ampalaya juice talaga tinirira ninyong bbm supporters. 🤣🤣🤣
Sa nakikita ko noon at ngayon tamad si bbm. 🙈 party muna bago tulong. 😅🙈 tuwing malapit na nga lang ang eleksyon siya nakikita patamad tamad pa. 🙃 wala akong paki kung iboto mo ang tamad. Basta kami sa masipag.",Negative,Hate,['1471690678908305408'],,,,
"@YOSH1_E @Evangelista4Boy @KapitanTambay Sa tinagal-tagal, ngayon ko nalang naririnig na bigla nalang ""may naitulong"" si BBM brad ah, kung kelan malapit na ang eleksyon. Swabeng tanga-tangahan nalang talaga tayo dito brad ano? HAHAHAHAHAHHAGAGGAGAGAGAGGAGAGAGA Mga PULPOL na loyalista nga naman 🖕🤣",Negative,Hate,['1472244842663387140'],,,,
@93269bc84b80416 @BBMxSandro @NurseTreyton Bk tumaas bp mo nyan or worst madepress ka hahaha...stay on your lane n lng kc...bk di mo maabutan yung election sa sobrang galit at inis mo ateng nyahahaha,Negative,Hate,['1472456084535209985'],,,,
Before election sinasabi nyo na bida bida si VP Leni kasi laging may photo op sa mga ginagawa nya and now sinasabi nyo na may ginagawa lang kasi election. Tanginang sarili nyo na mismo kinocontradict nyo. Aga aga ang bobobo nyo.,Negative,Hate,['1471989551728304128'],,,,
